id,week,day_of_week,start_time,end_time,classroom,is_rescheduled
18173,1,3,3,5,I604,0
18174,2,3,3,5,I604,0
18175,3,3,3,5,I604,0
18176,4,3,3,5,I604,0
18177,5,3,3,5,I604,0
18178,6,3,3,5,I604,0
18179,7,3,3,5,I604,1
18180,8,3,3,5,I604,0
18181,9,3,3,5,I604,0
18182,10,3,3,5,I604,0
18183,11,3,3,5,I604,0
18184,12,3,3,5,I604,0
18185,13,3,3,5,I604,0
18186,14,3,3,5,I604,0
18187,15,3,3,5,I604,0
18188,16,3,3,5,I604,0
18189,1,5,11,13,F702,0
18190,2,5,11,13,F702,0
18191,3,5,11,13,F702,0
18192,4,5,11,13,F702,1
18193,5,5,11,13,F702,0
18194,6,5,11,13,F702,0
18195,7,5,11,13,F702,1
18196,8,5,11,13,F702,0
18197,9,5,11,13,F702,0
18198,10,5,11,13,F702,0
18199,11,5,11,13,F702,0
18200,12,5,11,13,F702,0
18201,13,5,11,13,F702,0
18202,14,5,11,13,F702,0
18203,15,5,11,13,F702,0
18204,16,5,11,13,F702,0
18205,4,5,11,13,B139,0
18206,1,4,8,10,B139,0
18207,2,4,8,10,B139,0
18208,3,4,8,10,B139,0
18209,4,4,8,10,B139,0
18210,5,4,8,10,B139,0
18211,6,4,8,10,B139,0
18212,7,4,8,10,B139,1
18213,8,4,8,10,B139,0
18214,9,4,8,10,B139,0
18215,10,4,8,10,B139,0
18216,11,4,8,10,B139,0
18217,12,4,8,10,B139,0
18218,13,4,8,10,B139,0
18219,14,4,8,10,B139,0
18220,15,4,8,10,B139,0
18221,16,4,8,10,B139,0
18222,1,4,8,10,F702,0
18223,2,4,8,10,F702,0
18224,3,4,8,10,F702,0
18225,4,4,8,10,F702,0
18226,5,4,8,10,F702,0
18227,6,4,8,10,F702,0
18228,7,4,8,10,F702,1
18229,8,4,8,10,F702,0
18230,9,4,8,10,F702,0
18231,10,4,8,10,F702,0
18232,11,4,8,10,F702,0
18233,12,4,8,10,F702,0
18234,13,4,8,10,F702,0
18235,14,4,8,10,F702,0
18236,15,4,8,10,F702,0
18237,16,4,8,10,F702,0
18238,1,3,11,13,M228,0
18239,2,3,11,13,M228,0
18240,3,3,11,13,M228,0
18241,4,3,11,13,M228,0
18242,5,3,11,13,M228,0
18243,6,3,11,13,M228,0
18244,7,3,11,13,M228,1
18245,8,3,11,13,M228,0
18246,9,3,11,13,M228,0
18247,10,3,11,13,M228,0
18248,11,3,11,13,M228,0
18249,12,3,11,13,M228,0
18250,13,3,11,13,M228,0
18251,14,3,11,13,M228,0
18252,15,3,11,13,M228,0
18253,16,3,11,13,M228,0
18254,1,1,11,13,B139,0
18255,2,1,11,13,B139,0
18256,3,1,11,13,B139,0
18257,4,1,11,13,B139,0
18258,5,1,11,13,B139,0
18259,6,1,11,13,B139,0
18260,7,1,11,13,B139,1
18261,8,1,11,13,B139,0
18262,9,1,11,13,B139,0
18263,10,1,11,13,B139,0
18264,11,1,11,13,B139,0
18265,12,1,11,13,B139,0
18266,13,1,11,13,B139,0
18267,14,1,11,13,B139,0
18268,15,1,11,13,B139,0
18269,16,1,11,13,B139,0
18270,1,1,11,13,M125,0
18271,2,1,11,13,M125,0
18272,3,1,11,13,M125,0
18273,4,1,11,13,M125,0
18274,5,1,11,13,M125,0
18275,6,1,11,13,M125,0
18276,7,1,11,13,M125,1
18277,8,1,11,13,M125,0
18278,9,1,11,13,M125,0
18279,10,1,11,13,M125,0
18280,11,1,11,13,M125,0
18281,12,1,11,13,M125,0
18282,13,1,11,13,M125,0
18283,14,1,11,13,M125,0
18284,15,1,11,13,M125,0
18285,16,1,11,13,M125,0
18286,1,3,8,10,I704,0
18287,2,3,8,10,I704,0
18288,3,3,8,10,I704,0
18289,4,3,8,10,I704,0
18290,5,3,8,10,I704,0
18291,6,3,8,10,I704,0
18292,7,3,8,10,I704,1
18293,8,3,8,10,I704,0
18294,9,3,8,10,I704,0
18295,10,3,8,10,I704,0
18296,11,3,8,10,I704,0
18297,12,3,8,10,I704,0
18298,13,3,8,10,I704,0
18299,14,3,8,10,I704,0
18300,15,3,8,10,I704,0
18301,16,3,8,10,I704,0
18302,1,2,11,13,F204,0
18303,2,2,11,13,F204,0
18304,3,2,11,13,F204,0
18305,4,2,11,13,F204,0
18306,5,2,11,13,F204,0
18307,6,2,11,13,F204,0
18308,7,2,11,13,F204,1
18309,8,2,11,13,F204,0
18310,9,2,11,13,F204,0
18311,10,2,11,13,F204,0
18312,11,2,11,13,F204,0
18313,12,2,11,13,F204,0
18314,13,2,11,13,F204,0
18315,14,2,11,13,F204,0
18316,15,2,11,13,F204,0
18317,16,2,11,13,F204,0
18318,1,4,8,10,M228,0
18319,2,4,8,10,M228,0
18320,3,4,8,10,M228,0
18321,4,4,8,10,M228,0
18322,5,4,8,10,M228,0
18323,6,4,8,10,M228,0
18324,7,4,8,10,M228,1
18325,8,4,8,10,M228,0
18326,9,4,8,10,M228,0
18327,10,4,8,10,M228,0
18328,11,4,8,10,M228,0
18329,12,4,8,10,M228,0
18330,13,4,8,10,M228,0
18331,14,4,8,10,M228,0
18332,15,4,8,10,M228,0
18333,16,4,8,10,M228,0
18334,1,5,11,13,M134,0
18335,2,5,11,13,M134,0
18336,3,5,11,13,M134,0
18337,4,5,11,13,M134,0
18338,5,5,11,13,M134,0
18339,6,5,11,13,M134,0
18340,7,5,11,13,M134,1
18341,8,5,11,13,M134,0
18342,9,5,11,13,M134,0
18343,10,5,11,13,M134,0
18344,11,5,11,13,M134,0
18345,12,5,11,13,M134,0
18346,13,5,11,13,M134,0
18347,14,5,11,13,M134,0
18348,15,5,11,13,M134,0
18349,16,5,11,13,M134,0
18350,1,4,3,5,I702,0
18351,2,4,3,5,I702,0
18352,3,4,3,5,I702,0
18353,4,4,3,5,I702,0
18354,5,4,3,5,I702,0
18355,6,4,3,5,I702,0
18356,7,4,3,5,I702,1
18357,8,4,3,5,I702,0
18358,9,4,3,5,I702,0
18359,10,4,3,5,I702,0
18360,11,4,3,5,I702,0
18361,12,4,3,5,I702,0
18362,13,4,3,5,I702,0
18363,14,4,3,5,I702,0
18364,15,4,3,5,I702,0
18365,16,4,3,5,I702,0
18366,1,3,8,10,M125,0
18367,2,3,8,10,M125,0
18368,3,3,8,10,M125,0
18369,4,3,8,10,M125,0
18370,5,3,8,10,M125,0
18371,6,3,8,10,M125,0
18372,7,3,8,10,M125,1
18373,8,3,8,10,M125,0
18374,9,3,8,10,M125,0
18375,10,3,8,10,M125,0
18376,11,3,8,10,M125,0
18377,12,3,8,10,M125,0
18378,13,3,8,10,M125,0
18379,14,3,8,10,M125,0
18380,15,3,8,10,M125,0
18381,16,3,8,10,M125,0
18382,1,4,8,10,I103,0
18383,2,4,8,10,I103,0
18384,3,4,8,10,I103,0
18385,4,4,8,10,I103,0
18386,5,4,8,10,I103,0
18387,6,4,8,10,I103,0
18388,7,4,8,10,I103,1
18389,8,4,8,10,I103,0
18390,9,4,8,10,I103,0
18391,10,4,8,10,I103,0
18392,11,4,8,10,I103,0
18393,12,4,8,10,I103,0
18394,13,4,8,10,I103,0
18395,14,4,8,10,I103,0
18396,15,4,8,10,I103,0
18397,16,4,8,10,I103,0
18398,1,2,11,13,F304,0
18399,2,2,11,13,F304,0
18400,3,2,11,13,F304,0
18401,4,2,11,13,F304,0
18402,5,2,11,13,F304,0
18403,6,2,11,13,F304,0
18404,7,2,11,13,F304,1
18405,8,2,11,13,F304,0
18406,9,2,11,13,F304,0
18407,10,2,11,13,F304,0
18408,11,2,11,13,F304,0
18409,12,2,11,13,F304,0
18410,13,2,11,13,F304,0
18411,14,2,11,13,F304,0
18412,15,2,11,13,F304,0
18413,16,2,11,13,F304,0
18414,1,5,3,5,I103,0
18415,2,5,3,5,I103,0
18416,3,5,3,5,I103,0
18417,4,5,3,5,I103,0
18418,5,5,3,5,I103,0
18419,6,5,3,5,I103,0
18420,7,5,3,5,I103,1
18421,8,5,3,5,I103,0
18422,9,5,3,5,I103,0
18423,10,5,3,5,I103,0
18424,11,5,3,5,I103,0
18425,12,5,3,5,I103,0
18426,13,5,3,5,I103,0
18427,14,5,3,5,I103,0
18428,15,5,3,5,I103,0
18429,16,5,3,5,I103,0
18430,1,3,8,10,F402,0
18431,2,3,8,10,F402,0
18432,3,3,8,10,F402,0
18433,4,3,8,10,F402,0
18434,5,3,8,10,F402,0
18435,6,3,8,10,F402,0
18436,7,3,8,10,F402,1
18437,8,3,8,10,F402,0
18438,9,3,8,10,F402,0
18439,10,3,8,10,F402,0
18440,11,3,8,10,F402,0
18441,12,3,8,10,F402,0
18442,13,3,8,10,F402,0
18443,14,3,8,10,F402,0
18444,15,3,8,10,F402,0
18445,16,3,8,10,F402,0
18446,1,2,8,10,I704,0
18447,2,2,8,10,I704,0
18448,3,2,8,10,I704,0
18449,4,2,8,10,I704,0
18450,5,2,8,10,I704,0
18451,6,2,8,10,I704,0
18452,7,2,8,10,I704,1
18453,8,2,8,10,I704,0
18454,9,2,8,10,I704,0
18455,10,2,8,10,I704,0
18456,11,2,8,10,I704,0
18457,12,2,8,10,I704,0
18458,13,2,8,10,I704,0
18459,14,2,8,10,I704,0
18460,15,2,8,10,I704,0
18461,16,2,8,10,I704,0
18462,1,2,3,5,F402,0
18463,2,2,3,5,F402,0
18464,3,2,3,5,F402,0
18465,4,2,3,5,F402,0
18466,5,2,3,5,F402,0
18467,6,2,3,5,F402,0
18468,7,2,3,5,F402,1
18469,8,2,3,5,F402,0
18470,9,2,3,5,F402,0
18471,10,2,3,5,F402,0
18472,11,2,3,5,F402,0
18473,12,2,3,5,F402,0
18474,13,2,3,5,F402,0
18475,14,2,3,5,F402,0
18476,15,2,3,5,F402,0
18477,16,2,3,5,F402,0
18478,5,3,11,12,I103,0
18479,6,3,11,12,I103,0
18480,7,3,11,12,I103,0
18481,8,3,11,12,I103,0
18482,9,5,6,7,F204,0
18483,10,5,6,7,F204,0
18484,11,5,6,7,F204,0
18485,12,5,6,7,F204,0
18486,5,2,11,12,F102,0
18487,6,2,11,12,F102,0
18488,7,2,11,12,F102,0
18489,8,2,11,12,F102,0
18490,5,4,6,7,F504,0
18491,6,4,6,7,F504,0
18492,7,4,6,7,F504,0
18493,8,4,6,7,F504,0
18494,9,5,3,4,F502,0
18495,10,5,3,4,F502,0
18496,11,5,3,4,F502,0
18497,12,5,3,4,F502,0
18498,9,3,11,12,F402,0
18499,10,3,11,12,F402,0
18500,11,3,11,12,F402,0
18501,12,3,11,12,F402,0
18502,13,4,6,7,G125,0
18503,14,4,6,7,G125,0
18504,15,4,6,7,G125,0
18505,16,4,6,7,G125,0
18506,5,5,11,12,M135,0
18507,6,5,11,12,M135,0
18508,7,5,11,12,M135,0
18509,8,5,11,12,M135,0
18510,9,5,11,12,F402,0
18511,10,5,11,12,F402,0
18512,11,5,11,12,F402,0
18513,12,5,11,12,F402,0
18514,6,6,8,9,I303,0
18515,5,2,6,7,F102,0
18516,6,2,6,7,F102,0
18517,7,2,6,7,F102,0
18518,8,2,6,7,F102,0
18519,8,7,3,4,F102,0
18520,13,3,11,12,B140,0
18521,14,3,11,12,B140,0
18522,15,3,11,12,B140,0
18523,16,3,11,12,B140,0
18524,13,1,11,12,F204,0
18525,14,1,11,12,F204,0
18526,15,1,11,12,F204,0
18527,16,1,11,12,F204,0
18528,13,5,11,12,G126,0
18529,14,5,11,12,G126,0
18530,15,5,11,12,G126,0
18531,16,5,11,12,G126,0
18532,13,3,11,12,G126,0
18533,14,3,11,12,G126,0
18534,15,3,11,12,G126,0
18535,16,3,11,12,G126,0
18536,1,3,11,13,B228,0
18537,2,3,11,13,B228,0
18538,3,3,11,13,B228,0
18539,4,3,11,13,B228,1
18540,5,3,11,13,B228,1
18541,6,3,11,13,B228,0
18542,7,3,11,13,B228,0
18543,8,3,11,13,B228,0
18544,9,3,11,13,B228,0
18545,10,3,11,13,B228,0
18546,11,3,11,13,B228,0
18547,12,3,11,13,B228,0
18548,13,3,11,13,B228,0
18549,14,3,11,13,B228,0
18550,15,3,11,13,B228,0
18551,16,3,11,13,B228,0
18552,1,5,3,5,F702,0
18553,2,5,3,5,F702,0
18554,3,5,3,5,F702,0
18555,4,5,3,5,F702,0
18556,5,5,3,5,F702,1
18557,6,5,3,5,F702,0
18558,7,5,3,5,F702,0
18559,8,5,3,5,F702,0
18560,9,5,3,5,F702,0
18561,10,5,3,5,F702,0
18562,11,5,3,5,F702,0
18563,12,5,3,5,F702,0
18564,13,5,3,5,F702,0
18565,14,5,3,5,F702,0
18566,15,5,3,5,F702,0
18567,16,5,3,5,F702,0
18568,1,2,3,5,F502,0
18569,2,2,3,5,F502,0
18570,3,2,3,5,F502,0
18571,4,2,3,5,F502,0
18572,5,2,3,5,F502,0
18573,6,2,3,5,F502,0
18574,7,2,3,5,F502,0
18575,8,2,3,5,F502,0
18576,9,2,3,5,F502,0
18577,10,2,3,5,F502,0
18578,11,2,3,5,F502,0
18579,12,2,3,5,F502,0
18580,13,2,3,5,F502,0
18581,14,2,3,5,F502,0
18582,15,2,3,5,F502,0
18583,16,2,3,5,F502,0
18584,1,5,3,5,F604,0
18585,2,5,3,5,F604,0
18586,3,5,3,5,F604,0
18587,4,5,3,5,F604,0
18588,5,5,3,5,F604,0
18589,6,5,3,5,F604,0
18590,7,5,3,5,F604,0
18591,8,5,3,5,F604,0
18592,9,5,3,5,F604,0
18593,10,5,3,5,F604,0
18594,11,5,3,5,F604,0
18595,12,5,3,5,F604,0
18596,13,5,3,5,F604,0
18597,14,5,3,5,F604,0
18598,15,5,3,5,F604,0
18599,16,5,3,5,F604,0
18600,1,5,8,10,F204,0
18601,2,5,8,10,F204,0
18602,3,5,8,10,F204,0
18603,4,5,8,10,F204,1
18604,5,5,8,10,F204,0
18605,6,5,8,10,F204,0
18606,7,5,8,10,F204,0
18607,8,5,8,10,F204,0
18608,9,5,8,10,F204,0
18609,10,5,8,10,F204,0
18610,11,5,8,10,F204,0
18611,12,5,8,10,F204,0
18612,13,5,8,10,F204,0
18613,14,5,8,10,F204,0
18614,15,5,8,10,F204,0
18615,16,5,8,10,F204,0
18616,1,2,11,13,G130,0
18617,2,2,11,13,G130,0
18618,3,2,11,13,G130,0
18619,4,2,11,13,G130,0
18620,5,2,11,13,G130,0
18621,6,2,11,13,G130,0
18622,7,2,11,13,G130,0
18623,8,2,11,13,G130,0
18624,9,2,11,13,G130,0
18625,10,2,11,13,G130,0
18626,11,2,11,13,G130,0
18627,12,2,11,13,G130,0
18628,13,2,11,13,G130,0
18629,14,2,11,13,G130,0
18630,15,2,11,13,G130,0
18631,16,2,11,13,G130,0
18632,1,4,11,13,F204,0
18633,2,4,11,13,F204,0
18634,3,4,11,13,F204,0
18635,4,4,11,13,F204,0
18636,5,4,11,13,F204,0
18637,6,4,11,13,F204,0
18638,7,4,11,13,F204,0
18639,8,4,11,13,F204,0
18640,9,4,11,13,F204,0
18641,10,4,11,13,F204,0
18642,11,4,11,13,F204,0
18643,12,4,11,13,F204,0
18644,13,4,11,13,F204,0
18645,14,4,11,13,F204,0
18646,15,4,11,13,F204,0
18647,16,4,11,13,F204,0
18648,1,4,3,5,I103,0
18649,2,4,3,5,I103,0
18650,3,4,3,5,I103,0
18651,4,4,3,5,I103,0
18652,5,4,3,5,I103,0
18653,6,4,3,5,I103,0
18654,7,4,3,5,I103,0
18655,8,4,3,5,I103,0
18656,9,4,3,5,I103,0
18657,10,4,3,5,I103,0
18658,11,4,3,5,I103,0
18659,12,4,3,5,I103,0
18660,13,4,3,5,I103,0
18661,14,4,3,5,I103,0
18662,15,4,3,5,I103,0
18663,16,4,3,5,I103,0
18664,1,3,8,10,F404,0
18665,2,3,8,10,F404,0
18666,3,3,8,10,F404,0
18667,4,3,8,10,F404,1
18668,5,3,8,10,F404,1
18669,6,3,8,10,F404,0
18670,7,3,8,10,F404,0
18671,8,3,8,10,F404,0
18672,9,3,8,10,F404,0
18673,10,3,8,10,F404,0
18674,11,3,8,10,F404,0
18675,12,3,8,10,F404,0
18676,13,3,8,10,F404,0
18677,14,3,8,10,F404,0
18678,15,3,8,10,F404,0
18679,16,3,8,10,F404,0
18680,1,1,11,13,F304,0
18681,2,1,11,13,F304,0
18682,3,1,11,13,F304,0
18683,4,1,11,13,F304,0
18684,5,1,11,13,F304,0
18685,6,1,11,13,F304,0
18686,7,1,11,13,F304,0
18687,8,1,11,13,F304,0
18688,9,1,11,13,F304,0
18689,10,1,11,13,F304,0
18690,11,1,11,13,F304,0
18691,12,1,11,13,F304,0
18692,13,1,11,13,F304,0
18693,14,1,11,13,F304,0
18694,15,1,11,13,F304,0
18695,16,1,11,13,F304,0
18696,1,3,3,5,F602,0
18697,2,3,3,5,F602,0
18698,3,3,3,5,F602,0
18699,4,3,3,5,F602,0
18700,5,3,3,5,F602,0
18701,6,3,3,5,F602,0
18702,7,3,3,5,F602,0
18703,8,3,3,5,F602,0
18704,9,3,3,5,F602,0
18705,10,3,3,5,F602,0
18706,11,3,3,5,F602,0
18707,12,3,3,5,F602,0
18708,13,3,3,5,F602,0
18709,14,3,3,5,F602,0
18710,15,3,3,5,F602,0
18711,16,3,3,5,F602,0
18712,1,3,3,5,F102,0
18713,2,3,3,5,F102,0
18714,3,3,3,5,F102,0
18715,4,3,3,5,F102,0
18716,5,3,3,5,F102,0
18717,6,3,3,5,F102,0
18718,7,3,3,5,F102,0
18719,8,3,3,5,F102,0
18720,9,3,3,5,F102,0
18721,10,3,3,5,F102,0
18722,11,3,3,5,F102,0
18723,12,3,3,5,F102,0
18724,13,3,3,5,F102,0
18725,14,3,3,5,F102,0
18726,15,3,3,5,F102,0
18727,16,3,3,5,F102,0
18728,1,3,8,10,I103,0
18729,2,3,8,10,I103,0
18730,3,3,8,10,I103,1
18731,4,3,8,10,I103,1
18732,5,3,8,10,I103,1
18733,6,3,8,10,I103,1
18734,7,3,8,10,I103,1
18735,8,3,8,10,I103,1
18736,9,3,8,10,I103,1
18737,10,3,8,10,I103,1
18738,11,3,8,10,I103,1
18739,12,3,8,10,I103,1
18740,13,3,8,10,I103,1
18741,14,3,8,10,I103,1
18742,15,3,8,10,I103,1
18743,16,3,8,10,I103,1
18744,1,2,3,5,F302,0
18745,2,2,3,5,F302,0
18746,3,2,3,5,F302,0
18747,4,2,3,5,F302,0
18748,5,2,3,5,F302,0
18749,6,2,3,5,F302,1
18750,7,2,3,5,F302,0
18751,8,2,3,5,F302,0
18752,9,2,3,5,F302,0
18753,10,2,3,5,F302,0
18754,11,2,3,5,F302,0
18755,12,2,3,5,F302,0
18756,13,2,3,5,F302,0
18757,14,2,3,5,F302,0
18758,15,2,3,5,F302,0
18759,16,2,3,5,F302,0
18760,1,2,8,10,F402,0
18761,2,2,8,10,F402,0
18762,3,2,8,10,F402,0
18763,4,2,8,10,F402,0
18764,5,2,8,10,F402,0
18765,6,2,8,10,F402,1
18766,7,2,8,10,F402,0
18767,8,2,8,10,F402,0
18768,9,2,8,10,F402,0
18769,10,2,8,10,F402,0
18770,11,2,8,10,F402,0
18771,12,2,8,10,F402,0
18772,13,2,8,10,F402,0
18773,14,2,8,10,F402,0
18774,15,2,8,10,F402,0
18775,16,2,8,10,F402,0
18776,1,3,8,10,F302,0
18777,2,3,8,10,F302,0
18778,3,3,8,10,F302,0
18779,4,3,8,10,F302,0
18780,5,3,8,10,F302,1
18781,6,3,8,10,F302,0
18782,7,3,8,10,F302,0
18783,8,3,8,10,F302,0
18784,9,3,8,10,F302,0
18785,10,3,8,10,F302,0
18786,11,3,8,10,F302,0
18787,12,3,8,10,F302,0
18788,13,3,8,10,F302,0
18789,14,3,8,10,F302,0
18790,15,3,8,10,F302,0
18791,16,3,8,10,F302,0
18792,1,3,8,10,F102,0
18793,2,3,8,10,F102,0
18794,3,3,8,10,F102,0
18795,4,3,8,10,F102,0
18796,5,3,8,10,F102,0
18797,6,3,8,10,F102,0
18798,7,3,8,10,F102,0
18799,8,3,8,10,F102,0
18800,9,3,8,10,F102,0
18801,10,3,8,10,F102,0
18802,11,3,8,10,F102,0
18803,12,3,8,10,F102,0
18804,13,3,8,10,F102,0
18805,14,3,8,10,F102,0
18806,15,3,8,10,F102,0
18807,16,3,8,10,F102,0
18808,1,2,3,5,F304,0
18809,2,2,3,5,F304,0
18810,3,2,3,5,F304,0
18811,4,2,3,5,F304,0
18812,5,2,3,5,F304,0
18813,6,2,3,5,F304,0
18814,7,2,3,5,F304,0
18815,8,2,3,5,F304,0
18816,9,2,3,5,F304,0
18817,10,2,3,5,F304,0
18818,11,2,3,5,F304,0
18819,12,2,3,5,F304,0
18820,13,2,3,5,F304,0
18821,14,2,3,5,F304,0
18822,15,2,3,5,F304,0
18823,16,2,3,5,F304,0
18824,1,3,8,10,F502,0
18825,2,3,8,10,F502,0
18826,3,3,8,10,F502,0
18827,4,3,8,10,F502,0
18828,5,3,8,10,F502,0
18829,6,3,8,10,F502,0
18830,7,3,8,10,F502,0
18831,8,3,8,10,F502,1
18832,9,3,8,10,F502,0
18833,10,3,8,10,F502,0
18834,11,3,8,10,F502,0
18835,12,3,8,10,F502,0
18836,13,3,8,10,F502,0
18837,14,3,8,10,F502,0
18838,15,3,8,10,F502,1
18839,16,3,8,10,F502,0
18840,1,1,3,5,F504,0
18841,2,1,3,5,F504,0
18842,3,1,3,5,F504,0
18843,4,1,3,5,F504,0
18844,5,1,3,5,F504,0
18845,6,1,3,5,F504,0
18846,7,1,3,5,F504,0
18847,8,1,3,5,F504,0
18848,9,1,3,5,F504,0
18849,10,1,3,5,F504,1
18850,11,1,3,5,F504,0
18851,12,1,3,5,F504,0
18852,13,1,3,5,F504,0
18853,14,1,3,5,F504,0
18854,15,1,3,5,F504,0
18855,16,1,3,5,F504,0
18856,1,4,8,10,F504,0
18857,2,4,8,10,F504,0
18858,3,4,8,10,F504,0
18859,4,4,8,10,F504,0
18860,5,4,8,10,F504,0
18861,6,4,8,10,F504,0
18862,7,4,8,10,F504,0
18863,8,4,8,10,F504,0
18864,9,4,8,10,F504,0
18865,10,4,8,10,F504,0
18866,11,4,8,10,F504,0
18867,12,4,8,10,F504,0
18868,13,4,8,10,F504,0
18869,14,4,8,10,F504,0
18870,15,4,8,10,F504,0
18871,16,4,8,10,F504,0
18872,1,5,8,10,F202,0
18873,2,5,8,10,F202,0
18874,3,5,8,10,F202,0
18875,4,5,8,10,F202,1
18876,5,5,8,10,F202,0
18877,6,5,8,10,F202,0
18878,7,5,8,10,F202,0
18879,8,5,8,10,F202,0
18880,9,5,8,10,F202,0
18881,10,5,8,10,F202,0
18882,11,5,8,10,F202,0
18883,12,5,8,10,F202,0
18884,13,5,8,10,F202,0
18885,14,5,8,10,F202,0
18886,15,5,8,10,F202,0
18887,16,5,8,10,F202,0
18888,1,4,3,5,F504,0
18889,2,4,3,5,F504,0
18890,3,4,3,5,F504,0
18891,4,4,3,5,F504,0
18892,5,4,3,5,F504,0
18893,6,4,3,5,F504,0
18894,7,4,3,5,F504,0
18895,8,4,3,5,F504,0
18896,9,4,3,5,F504,0
18897,10,4,3,5,F504,0
18898,11,4,3,5,F504,0
18899,12,4,3,5,F504,0
18900,13,4,3,5,F504,0
18901,14,4,3,5,F504,0
18902,15,4,3,5,F504,0
18903,16,4,3,5,F504,0
18904,1,2,8,10,F404,0
18905,2,2,8,10,F404,0
18906,3,2,8,10,F404,0
18907,4,2,8,10,F404,0
18908,5,2,8,10,F404,0
18909,6,2,8,10,F404,0
18910,7,2,8,10,F404,0
18911,8,2,8,10,F404,0
18912,9,2,8,10,F404,0
18913,10,2,8,10,F404,0
18914,11,2,8,10,F404,0
18915,12,2,8,10,F404,0
18916,13,2,8,10,F404,0
18917,14,2,8,10,F404,0
18918,15,2,8,10,F404,0
18919,16,2,8,10,F404,0
18920,1,5,3,5,F102,0
18921,2,5,3,5,F102,0
18922,3,5,3,5,F102,0
18923,4,5,3,5,F102,0
18924,5,5,3,5,F102,0
18925,6,5,3,5,F102,0
18926,7,5,3,5,F102,0
18927,8,5,3,5,F102,0
18928,9,5,3,5,F102,0
18929,10,5,3,5,F102,0
18930,11,5,3,5,F102,0
18931,12,5,3,5,F102,0
18932,13,5,3,5,F102,0
18933,14,5,3,5,F102,0
18934,15,5,3,5,F102,0
18935,16,5,3,5,F102,0
18936,1,4,3,5,F502,0
18937,2,4,3,5,F502,0
18938,3,4,3,5,F502,0
18939,4,4,3,5,F502,0
18940,5,4,3,5,F502,0
18941,6,4,3,5,F502,0
18942,7,4,3,5,F502,0
18943,8,4,3,5,F502,0
18944,9,4,3,5,F502,0
18945,10,4,3,5,F502,0
18946,11,4,3,5,F502,0
18947,12,4,3,5,F502,0
18948,13,4,3,5,F502,0
18949,14,4,3,5,F502,0
18950,15,4,3,5,F502,0
18951,16,4,3,5,F502,0
18952,1,4,3,5,F304,0
18953,2,4,3,5,F304,0
18954,3,4,3,5,F304,0
18955,4,4,3,5,F304,0
18956,5,4,3,5,F304,0
18957,6,4,3,5,F304,0
18958,7,4,3,5,F304,0
18959,8,4,3,5,F304,0
18960,9,4,3,5,F304,0
18961,10,4,3,5,F304,0
18962,11,4,3,5,F304,0
18963,12,4,3,5,F304,0
18964,13,4,3,5,F304,0
18965,14,4,3,5,F304,0
18966,15,4,3,5,F304,0
18967,16,4,3,5,F304,0
18968,6,5,8,10,I304,0
18969,7,5,8,10,I304,0
18970,8,5,8,10,I304,0
18971,9,5,8,10,I304,0
18972,10,5,8,10,I304,0
18973,11,5,8,10,I304,0
18974,12,5,8,10,I304,0
18975,13,5,8,10,I304,0
18976,14,5,8,10,I304,0
18977,15,5,8,10,I304,0
18978,16,5,8,10,I304,0
18979,5,3,8,10,I302,0
18980,1,2,3,5,I404,0
18981,2,2,3,5,I404,0
18982,3,2,3,5,I404,0
18983,4,2,3,5,I404,0
18984,5,2,3,5,I404,0
18985,6,2,3,5,I404,0
18986,7,2,3,5,I404,0
18987,8,2,3,5,I404,0
18988,9,2,3,5,I404,0
18989,10,2,3,5,I404,0
18990,11,2,3,5,I404,0
18991,12,2,3,5,I404,0
18992,13,2,3,5,I404,0
18993,14,2,3,5,I404,0
18994,15,2,3,5,I404,0
18995,16,2,3,5,I404,0
18996,12,2,8,10,F103,0
18997,13,2,8,10,F103,0
18998,14,2,8,10,F103,0
18999,15,2,8,10,F103,0
19000,16,2,8,10,F103,0
19001,11,4,8,10,F402,0
19002,1,2,8,10,F502,0
19003,2,2,8,10,F502,0
19004,3,2,8,10,F502,0
19005,4,2,8,10,F502,0
19006,5,2,8,10,F502,0
19007,6,2,8,10,F502,0
19008,7,2,8,10,F502,0
19009,8,2,8,10,F502,0
19010,9,2,8,10,F502,0
19011,10,2,8,10,F502,0
19012,11,2,8,10,F502,0
19013,12,2,8,10,F502,0
19014,13,2,8,10,F502,0
19015,14,2,8,10,F502,0
19016,15,2,8,10,F502,0
19017,16,2,8,10,F502,0
19018,1,2,3,5,I204,0
19019,2,2,3,5,I204,0
19020,3,2,3,5,I204,0
19021,4,2,3,5,I204,0
19022,5,2,3,5,I204,0
19023,6,2,3,5,I204,0
19024,7,2,3,5,I204,0
19025,8,2,3,5,I204,0
19026,9,2,3,5,I204,0
19027,10,2,3,5,I204,0
19028,11,2,3,5,I204,0
19029,12,2,3,5,I204,0
19030,13,2,3,5,I204,0
19031,14,2,3,5,I204,0
19032,15,2,3,5,I204,0
19033,16,2,3,5,I204,0
19034,14,3,11,13,B139,0
19035,15,5,8,10,H130,0
19036,16,5,8,10,H130,0
19037,13,5,11,13,B139,0
19038,1,4,8,10,F304,0
19039,2,4,8,10,F304,0
19040,3,4,8,10,F304,0
19041,4,4,8,10,F304,0
19042,5,4,8,10,F304,0
19043,6,4,8,10,F304,0
19044,7,4,8,10,F304,0
19045,8,4,8,10,F304,0
